Uniprot-Accession,S2-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
P81718,CHOYP_PTPRT.30.45|m.53464,0,0,0,0,0,0,0,0,1.00E-54,Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Protein-tyrosine phosphatase SHP-1),Ptpn6 Ptph6,613,cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; protein dephosphorylation [GO:0006470]; regulation of ERK1 and ERK2 cascade [GO:0070372]; response to wounding [GO:0009611],GO:0004725; GO:0005001; GO:0005634; GO:0005737; GO:0006470; GO:0008283; GO:0009611; GO:0030154; GO:0046703; GO:0070372,,,,PF00017;PF00102;,cytoplasm [GO:0005737]; nucleus [GO:0005634]; natural killer cell lectin-like receptor binding [GO:0046703]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; protein dephosphorylation [GO:0006470]; regulation of ERK1 and ERK2 cascade [GO:0070372]; response to wounding [GO:0009611]
Q2PPJ7,CHOYP_RGPA1.1.1|m.50924,0,0,0,0,0,0,0,0,0,Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (p220),RALGAPA2 C20orf74 KIAA1272,1873,activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056],GO:0005096; GO:0005615; GO:0005737; GO:0005829; GO:0005886; GO:0046982; GO:0051056; GO:0090630,,,,PF02145;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]
Q80ZA5,CHOYP_S4A8.1.1|m.28334,0,0,0,0,0,0,0,0,0,Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10),Slc4a10 Ncbe,1117,anion transmembrane transport [GO:0098656]; bicarbonate transport [GO:0015701]; nervous system development [GO:0007399]; regulation of intracellular pH [GO:0051453]; sodium ion transport [GO:0006814],GO:0005452; GO:0005887; GO:0006814; GO:0007399; GO:0008509; GO:0015293; GO:0015297; GO:0015701; GO:0051453; GO:0098656,,,,PF07565;PF00955;,integral component of plasma membrane [GO:0005887]; anion transmembrane transporter activity [GO:0008509]; antiporter activity [GO:0015297]; inorganic anion exchanger activity [GO:0005452]; symporter activity [GO:0015293]; anion transmembrane transport [GO:0098656]; bicarbonate transport [GO:0015701]; nervous system development [GO:0007399]; regulation of intracellular pH [GO:0051453]; sodium ion transport [GO:0006814]
Q8IZU2,CHOYP_WDR17.1.1|m.17546,0,0,0,0,0,0,0,0,0,WD repeat-containing protein 17,WDR17,1322,,GO:0005737,,,,PF12894;PF00400;,cytoplasm [GO:0005737]
Q9ULM3,CHOYP_YETS2.1.1|m.302,0,0,0,0,0,0,0,0,6.00E-89,YEATS domain-containing protein 2,YEATS2 KIAA1197,1422,"histone H3 acetylation [GO:0043966]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]",GO:0000122; GO:0005671; GO:0017025; GO:0043966; GO:0045892; GO:0072686,,,,PF03366;,"Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; mitotic spindle [GO:0072686]; TBP-class protein binding [GO:0017025]; histone H3 acetylation [GO:0043966]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]"
Q5RKZ7,CHOYP_BRAFLDRAFT_118735.1.1|m.6990,0,0,0,0,0,0,0,0,2.00E-162,"Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",Mocs1,636,molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777],GO:0005525; GO:0006777; GO:0019008; GO:0032324; GO:0046872; GO:0051539; GO:0061798; GO:0061799,PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis.,,cd01420;,PF01967;PF06463;PF04055;,"molybdopterin synthase complex [GO:0019008]; 4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; molybdopterin cofactor biosynthetic process [GO:0032324]"
Q86GV3,CHOYP_GCY.2.4|m.33243,0,0,0,0,0,0,0,0,0,Receptor-type guanylate cyclase gcy-28 (EC 4.6.1.2) (GCY-X1),gcy-28 T01A4.1,1276,cGMP biosynthetic process [GO:0006182]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; olfactory behavior [GO:0042048]; sensory perception of chemical stimulus [GO:0007606]; sensory processing [GO:0050893]; signal transduction [GO:0007165],GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0006935; GO:0007165; GO:0007606; GO:0008074; GO:0016021; GO:0030424; GO:0030425; GO:0035556; GO:0042048; GO:0043005; GO:0043204; GO:0044297; GO:0046872; GO:0050893,,,,PF01094;PF00211;PF07714;,"axon [GO:0030424]; cell body [GO:0044297]; dendrite [GO:0030425]; guanylate cyclase complex, soluble [GO:0008074]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; cGMP biosynthetic process [GO:0006182]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; olfactory behavior [GO:0042048]; sensory perception of chemical stimulus [GO:0007606]; sensory processing [GO:0050893]; signal transduction [GO:0007165]"
Q91766,CHOYP_LOC100023660.1.1|m.30865,0,0,0,0,0,0,0,0,0,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1),hnf4a hnf4 nr2a1,464,"transcription, DNA-templated [GO:0006351]",GO:0003700; GO:0003707; GO:0005634; GO:0006351; GO:0008270; GO:0043565,,,,PF00104;PF00105;,"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]"
P71359,CHOYP_LOC100370129.1.4|m.6950,0,0,0,0,0,0,0,0,5.00E-41,ATP-dependent DNA helicase RecQ (EC 3.6.4.12),recQ HI_0728,619,DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432],GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0043140,,,,PF00270;PF00271;PF00570;PF16124;PF09382;,chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]
Q02763,CHOYP_LOC100371242.3.6|m.39821,0,0,0,0,0,0,0,0,5.00E-13,Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b),TEK TIE2 VMCM VMCM1,1124,angiogenesis [GO:0001525]; cell-cell signaling [GO:0007267]; definitive hemopoiesis [GO:0060216]; endochondral ossification [GO:0001958]; endothelial cell proliferation [GO:0001935]; glomerulus vasculature development [GO:0072012]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; leukocyte migration [GO:0050900]; MAPK cascade [GO:0000165]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of inflammatory response [GO:0050728]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of endothelial cell apoptotic process [GO:2000351]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of vascular permeability [GO:0043114]; response to cAMP [GO:0051591]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to peptide hormone [GO:0043434]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446]; Tie signaling pathway [GO:0048014]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],GO:0000165; GO:0001525; GO:0001666; GO:0001934; GO:0001935; GO:0001938; GO:0001958; GO:0002040; GO:0004672; GO:0004713; GO:0004714; GO:0004872; GO:0005088; GO:0005524; GO:0005576; GO:0005737; GO:0005815; GO:0005886; GO:0005887; GO:0005902; GO:0005911; GO:0005925; GO:0007165; GO:0007169; GO:0007267; GO:0007507; GO:0009925; GO:0009986; GO:0010595; GO:0014068; GO:0016323; GO:0016324; GO:0016525; GO:0018108; GO:0032878; GO:0034446; GO:0043066; GO:0043114; GO:0043434; GO:0043552; GO:0043627; GO:0045121; GO:0045766; GO:0046777; GO:0048014; GO:0050728; GO:0050900; GO:0051259; GO:0051591; GO:0051894; GO:0051897; GO:0060216; GO:0060347; GO:0070374; GO:0072012; GO:1902533; GO:2000251; GO:2000351; GO:2000352,,,cd00063;,PF00041;PF10430;PF07714;,apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; microtubule organizing center [GO:0005815]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; receptor activity [GO:0004872]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; angiogenesis [GO:0001525]; cell-cell signaling [GO:0007267]; definitive hemopoiesis [GO:0060216]; endochondral ossification [GO:0001958]; endothelial cell proliferation [GO:0001935]; glomerulus vasculature development [GO:0072012]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; leukocyte migration [GO:0050900]; MAPK cascade [GO:0000165]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of inflammatory response [GO:0050728]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of endothelial cell apoptotic process [GO:2000351]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of vascular permeability [GO:0043114]; response to cAMP [GO:0051591]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to peptide hormone [GO:0043434]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446]; Tie signaling pathway [GO:0048014]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
Q5E960,CHOYP_LOC100372290.2.2|m.40459,0,0,0,0,0,0,0,0,7.00E-54,Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3) (ZIP-3),SLC39A3 ZIP3,314,cell morphogenesis [GO:0000902]; embryonic cranial skeleton morphogenesis [GO:0048701]; in utero embryonic development [GO:0001701]; limb development [GO:0060173]; T cell homeostasis [GO:0043029],GO:0000902; GO:0001701; GO:0005385; GO:0016021; GO:0043029; GO:0048701; GO:0060173,,,,PF02535;,integral component of membrane [GO:0016021]; zinc ion transmembrane transporter activity [GO:0005385]; cell morphogenesis [GO:0000902]; embryonic cranial skeleton morphogenesis [GO:0048701]; in utero embryonic development [GO:0001701]; limb development [GO:0060173]; T cell homeostasis [GO:0043029]
Q9UKK3,CHOYP_LOC100373327.1.13|m.13252,0,0,0,0,0,0,0,0,0,Poly [ADP-ribose] polymerase 4 (PARP-4) (EC 2.4.2.30) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Vault poly(ADP-ribose) polymerase) (VPARP),PARP4 ADPRTL1 KIAA0177 PARPL,1724,cell death [GO:0008219]; cellular protein modification process [GO:0006464]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; inflammatory response [GO:0006954]; protein ADP-ribosylation [GO:0006471]; response to drug [GO:0042493]; transport [GO:0006810],GO:0003677; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005876; GO:0006281; GO:0006464; GO:0006471; GO:0006810; GO:0006954; GO:0006974; GO:0008219; GO:0016020; GO:0019899; GO:0030529; GO:0042493; GO:0070062,,,cd00027;,PF00533;PF00644;PF08487;PF00092;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; cell death [GO:0008219]; cellular protein modification process [GO:0006464]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; inflammatory response [GO:0006954]; protein ADP-ribosylation [GO:0006471]; response to drug [GO:0042493]; transport [GO:0006810]
Q8C761,CHOYP_LOC100373809.1.2|m.35126,1.5,0,0,0,0,0,0,0,1.00E-144,WD repeat-containing protein 60,Wdr60,999,cilium assembly [GO:0060271]; embryonic skeletal system morphogenesis [GO:0048704],GO:0000242; GO:0000922; GO:0005615; GO:0005868; GO:0005929; GO:0031021; GO:0048704; GO:0060271; GO:0070062; GO:0097546,,,,PF00400;,ciliary base [GO:0097546]; cilium [GO:0005929]; cytoplasmic dynein complex [GO:0005868]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; interphase microtubule organizing center [GO:0031021]; pericentriolar material [GO:0000242]; spindle pole [GO:0000922]; cilium assembly [GO:0060271]; embryonic skeletal system morphogenesis [GO:0048704]
P13813,CHOYP_LOC100375776.1.3|m.8907,0,0,0,0,0,0,0,0,9.00E-26,110 kDa antigen (PK110) (Fragment),,296,,,,,,,
O43903,CHOYP_LOC100485604.1.1|m.45268,0,0,0,0,0,0,0,0,1.00E-59,Growth arrest-specific protein 2 (GAS-2),GAS2,313,apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; regulation of cell shape [GO:0008360],GO:0005829; GO:0005884; GO:0006915; GO:0007050; GO:0008360; GO:0016020,,,cd00014;,PF00307;PF02187;,actin filament [GO:0005884]; cytosol [GO:0005829]; membrane [GO:0016020]; apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; regulation of cell shape [GO:0008360]
Q62627,CHOYP_LOC100649375.1.1|m.21222,0,0,0,0,0,0,0,0,0.000000008,PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4) (Transcriptional repressor Par-4-like protein PAWR),Pawr Par4,332,"actin filament bundle assembly [GO:0051017]; activation of cysteine-type endopeptidase activity [GO:0097202]; apoptotic process [GO:0006915]; calcium ion import into cell [GO:1990035]; cellular response to estradiol stimulus [GO:0071392]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to interleukin-1 [GO:0071347]; cellular response to vitamin E [GO:0071306]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; negative regulation of calcium ion import [GO:0090281]; positive regulation of action potential [GO:0045760]; positive regulation of apoptotic process [GO:0043065]; positive regulation of hindgut contraction [GO:0060450]; positive regulation of leukocyte tethering or rolling [GO:1903238]; positive regulation of neuronal action potential [GO:1904457]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of neutrophil extravasation [GO:2000391]; positive regulation of phosphoprotein phosphatase activity [GO:0032516]; positive regulation of relaxation of smooth muscle [GO:1901082]; regulation of transcription, DNA-templated [GO:0006355]; response to estradiol [GO:0032355]; response to iron(II) ion [GO:0010040]; response to lipopolysaccharide [GO:0032496]; response to wounding [GO:0009611]; transcription, DNA-templated [GO:0006351]",GO:0003779; GO:0005080; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0006915; GO:0008157; GO:0009611; GO:0010040; GO:0030424; GO:0032355; GO:0032496; GO:0032516; GO:0043005; GO:0043025; GO:0043065; GO:0043525; GO:0045760; GO:0050965; GO:0050966; GO:0051017; GO:0060450; GO:0071306; GO:0071347; GO:0071372; GO:0071392; GO:0090281; GO:0097202; GO:1901082; GO:1903238; GO:1904457; GO:1990035; GO:2000391,,,,,"axon [GO:0030424]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; actin binding [GO:0003779]; protein kinase C binding [GO:0005080]; protein phosphatase 1 binding [GO:0008157]; actin filament bundle assembly [GO:0051017]; activation of cysteine-type endopeptidase activity [GO:0097202]; apoptotic process [GO:0006915]; calcium ion import into cell [GO:1990035]; cellular response to estradiol stimulus [GO:0071392]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to interleukin-1 [GO:0071347]; cellular response to vitamin E [GO:0071306]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; negative regulation of calcium ion import [GO:0090281]; positive regulation of action potential [GO:0045760]; positive regulation of apoptotic process [GO:0043065]; positive regulation of hindgut contraction [GO:0060450]; positive regulation of leukocyte tethering or rolling [GO:1903238]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of neuronal action potential [GO:1904457]; positive regulation of neutrophil extravasation [GO:2000391]; positive regulation of phosphoprotein phosphatase activity [GO:0032516]; positive regulation of relaxation of smooth muscle [GO:1901082]; regulation of transcription, DNA-templated [GO:0006355]; response to estradiol [GO:0032355]; response to iron(II) ion [GO:0010040]; response to lipopolysaccharide [GO:0032496]; response to wounding [GO:0009611]; transcription, DNA-templated [GO:0006351]"
