Uniprot-Accession,S3-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-names
Q1XHU0,CHOYP_LOC100374741.38.83|m.33463,0,0,0,0,0,0,0,0,0.000003,E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM39) (Tripartite motif-containing protein 39),TRIM39,518,apoptotic process [GO:0006915]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein ubiquitination [GO:0016567],GO:0005739; GO:0005829; GO:0006915; GO:0008270; GO:0016567; GO:0016740; GO:2000059; GO:2001235,PATHWAY: Protein modification; protein ubiquitination.,,,PF13765;PF00622;PF00643;,cytosol [GO:0005829]; mitochondrion [GO:0005739]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; apoptotic process [GO:0006915]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein ubiquitination [GO:0016567]
Q55E58,CHOYP_LOC100378653.1.3|m.42107,0,0,0,0,0,0,0,0,9.00E-15,Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1),pats1 DDB_G0269250,3184,cheating during chimeric sorocarp development [GO:0099139]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]; small GTPase mediated signal transduction [GO:0007264],GO:0000281; GO:0004674; GO:0004721; GO:0004871; GO:0005524; GO:0005525; GO:0005737; GO:0006468; GO:0006470; GO:0007264; GO:0035556; GO:0042641; GO:0099139,,,,PF16095;PF06602;PF07714;PF08477;,actomyosin [GO:0042641]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine kinase activity [GO:0004674]; signal transducer activity [GO:0004871]; cheating during chimeric sorocarp development [GO:0099139]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]; small GTPase mediated signal transduction [GO:0007264]
Q9R001,CHOYP_LOC100770235.1.1|m.2514,0,0,0,0,0,0,0,0,6.00E-34,A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (ADMP-2) (Aggrecanase-2) (Implantin),Adamts5,930,defense response to bacterium [GO:0042742]; tooth eruption [GO:0044691],GO:0004222; GO:0005578; GO:0005615; GO:0008201; GO:0008237; GO:0008270; GO:0042742; GO:0044691; GO:0050840,,,,PF05986;PF01562;PF01421;PF00090;,extracellular space [GO:0005615]; proteinaceous extracellular matrix [GO:0005578]; extracellular matrix binding [GO:0050840]; heparin binding [GO:0008201]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; defense response to bacterium [GO:0042742]; tooth eruption [GO:0044691]
Q923L3,CHOYP_LOC100906063.1.3|m.20630,0,0,0,0,0,0,0,0,7.00E-13,CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1),Csmd1,3564,glucose homeostasis [GO:0042593]; startle response [GO:0001964],GO:0001964; GO:0016021; GO:0042593,,,cd00033;cd00041;,PF00431;PF00084;,integral component of membrane [GO:0016021]; glucose homeostasis [GO:0042593]; startle response [GO:0001964]
Q6DCY9,CHOYP_LOC583843.1.1|m.11191,0,0,0,0,0,0,0,0,2.00E-73,HAUS augmin-like complex subunit 3,haus3,597,cell division [GO:0051301]; centrosome organization [GO:0051297]; mitotic nuclear division [GO:0007067]; spindle assembly [GO:0051225],GO:0005737; GO:0005815; GO:0005819; GO:0005874; GO:0007067; GO:0051225; GO:0051297; GO:0051301; GO:0070652,,,,PF14932;,cytoplasm [GO:0005737]; HAUS complex [GO:0070652]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; spindle [GO:0005819]; cell division [GO:0051301]; centrosome organization [GO:0051297]; mitotic nuclear division [GO:0007067]; spindle assembly [GO:0051225]
P79110,CHOYP_LOC660776.1.1|m.53402,0,0,0,0,0,0,0,0,5.00E-142,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",SLC25A1 SLC20A3,311,mitochondrial citrate transport [GO:0006843],GO:0005743; GO:0006843; GO:0015137; GO:0016021,,,,PF00153;,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; citrate transmembrane transporter activity [GO:0015137]; mitochondrial citrate transport [GO:0006843]
Q8N3A8,CHOYP_PARP8.1.1|m.55346,0,0,0,0,0,0,0,0,8.00E-165,Poly [ADP-ribose] polymerase 8 (PARP-8) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 16) (ARTD16),PARP8,854,,GO:0003950; GO:0005622,,,,PF00644;,intracellular [GO:0005622]; NAD+ ADP-ribosyltransferase activity [GO:0003950]
H2A0M7,CHOYP_PLSP.4.5|m.44386,0,0,0,0,0,0,0,0,1.00E-136,Peroxidase-like protein,,793,response to oxidative stress [GO:0006979],GO:0004601; GO:0005576; GO:0006979; GO:0020037,,,,PF03098;,extracellular region [GO:0005576]; heme binding [GO:0020037]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]
Q2EY13,CHOYP_PRTG.2.3|m.27411,0,0,0,0,0,0,0,0,7.00E-107,Protogenin B (Fragment),prtgb,1069,multicellular organism development [GO:0007275],GO:0007275; GO:0016021,,,cd00063;,PF00041;PF07679;,integral component of membrane [GO:0016021]; multicellular organism development [GO:0007275]
Q923L3,CHOYP_SELE.2.2|m.50343,0,0,0,0,0,0,0,0,1.00E-28,CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1),Csmd1,3564,glucose homeostasis [GO:0042593]; startle response [GO:0001964],GO:0001964; GO:0016021; GO:0042593,,,cd00033;cd00041;,PF00431;PF00084;,integral component of membrane [GO:0016021]; glucose homeostasis [GO:0042593]; startle response [GO:0001964]
Q7ZWG6,CHOYP_SLC46A1.1.1|m.9990,0,0,0,0,0,0,0,0,8.00E-34,Proton-coupled folate transporter (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1),slc46a1 hcp1 pcft zgc:56400,481,transmembrane transport [GO:0055085],GO:0005542; GO:0016021; GO:0055085,,,cd06174;,PF07690;,integral component of membrane [GO:0016021]; folic acid binding [GO:0005542]; transmembrane transport [GO:0055085]
P20749,CHOYP_BCL3.1.2|m.56007,0,0,0,0,0,0,0,0,1.00E-40,B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3),BCL3 BCL4 D19S37,454,"antimicrobial humoral response [GO:0019730]; cellular response to DNA damage stimulus [GO:0006974]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; humoral immune response mediated by circulating immunoglobulin [GO:0002455]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; maintenance of protein location in nucleus [GO:0051457]; marginal zone B cell differentiation [GO:0002315]; negative regulation of apoptotic process [GO:0043066]; negative regulation of interleukin-8 biosynthetic process [GO:0045415]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of tumor necrosis factor biosynthetic process [GO:0042536]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-10 biosynthetic process [GO:0045082]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of translation [GO:0045727]; protein import into nucleus, translocation [GO:0000060]; regulation of apoptotic process [GO:0042981]; regulation of DNA binding [GO:0051101]; regulation of NF-kappaB import into nucleus [GO:0042345]; response to UV-C [GO:0010225]; response to virus [GO:0009615]; spleen development [GO:0048536]; T-helper 1 type immune response [GO:0042088]; T-helper 2 cell differentiation [GO:0045064]; transcription, DNA-templated [GO:0006351]",GO:0000060; GO:0002268; GO:0002315; GO:0002455; GO:0002467; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006351; GO:0006974; GO:0007249; GO:0008134; GO:0009615; GO:0010225; GO:0019730; GO:0030198; GO:0030330; GO:0030496; GO:0030674; GO:0032729; GO:0032996; GO:0033257; GO:0042088; GO:0042345; GO:0042536; GO:0042742; GO:0042771; GO:0042832; GO:0042981; GO:0043066; GO:0043231; GO:0043234; GO:0045064; GO:0045082; GO:0045415; GO:0045727; GO:0045892; GO:0045893; GO:0045944; GO:0048471; GO:0048536; GO:0051101; GO:0051457,,,,PF12796;,"Bcl3-Bcl10 complex [GO:0032996]; Bcl3/NF-kappaB2 complex [GO:0033257]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein complex [GO:0043234]; DNA binding [GO:0003677]; protein binding, bridging [GO:0030674]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; antimicrobial humoral response [GO:0019730]; cellular response to DNA damage stimulus [GO:0006974]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; humoral immune response mediated by circulating immunoglobulin [GO:0002455]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; maintenance of protein location in nucleus [GO:0051457]; marginal zone B cell differentiation [GO:0002315]; negative regulation of apoptotic process [GO:0043066]; negative regulation of interleukin-8 biosynthetic process [GO:0045415]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of tumor necrosis factor biosynthetic process [GO:0042536]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-10 biosynthetic process [GO:0045082]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of translation [GO:0045727]; protein import into nucleus, translocation [GO:0000060]; regulation of apoptotic process [GO:0042981]; regulation of DNA binding [GO:0051101]; regulation of NF-kappaB import into nucleus [GO:0042345]; response to UV-C [GO:0010225]; response to virus [GO:0009615]; spleen development [GO:0048536]; T-helper 1 type immune response [GO:0042088]; T-helper 2 cell differentiation [GO:0045064]; transcription, DNA-templated [GO:0006351]"
Q5BLE8,CHOYP_BRAFLDRAFT_119025.1.3|m.7630,0,0,0,0,0,0,0,0,2.00E-168,"Putative all-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat)",retsat zgc:113107,607,,GO:0016020; GO:0051786,,,,PF01593;,"membrane [GO:0016020]; all-trans-retinol 13,14-reductase activity [GO:0051786]"
Q9VQG2,CHOYP_BRAFLDRAFT_123275.1.1|m.4993,0,0,0,0,0,0,0,0,9.00E-85,Gamma-secretase subunit Aph-1 (Presenilin-stabilization factor),aph-1 PSF CG2855,238,Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; positive regulation of catalytic activity [GO:0043085]; protein processing [GO:0016485]; regulation of Notch signaling pathway [GO:0008593],GO:0004175; GO:0005770; GO:0005783; GO:0005887; GO:0007219; GO:0007220; GO:0008593; GO:0016485; GO:0043085; GO:0055037; GO:0070765,,,,PF06105;,endoplasmic reticulum [GO:0005783]; gamma-secretase complex [GO:0070765]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; recycling endosome [GO:0055037]; endopeptidase activity [GO:0004175]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; positive regulation of catalytic activity [GO:0043085]; protein processing [GO:0016485]; regulation of Notch signaling pathway [GO:0008593]
O54750,CHOYP_BRAFLDRAFT_278496.1.1|m.17793,0,0,0,0,0,0,0,0,5.00E-90,Cytochrome P450 2J6 (EC 1.14.14.1) (Arachidonic acid epoxygenase) (CYPIIJ6),Cyp2j6,501,epoxygenase P450 pathway [GO:0019373]; female pregnancy [GO:0007565]; linoleic acid metabolic process [GO:0043651]; response to organic cyclic compound [GO:0014070]; retinoid metabolic process [GO:0001523],GO:0001523; GO:0003958; GO:0005506; GO:0005783; GO:0005789; GO:0007565; GO:0008392; GO:0008404; GO:0008405; GO:0014070; GO:0019373; GO:0020037; GO:0031090; GO:0043651; GO:0070062; GO:0070330; GO:0071614,,,,PF00067;,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; organelle membrane [GO:0031090]; arachidonic acid 11,12-epoxygenase activity [GO:0008405]; arachidonic acid 14,15-epoxygenase activity [GO:0008404]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; linoleic acid epoxygenase activity [GO:0071614]; NADPH-hemoprotein reductase activity [GO:0003958]; epoxygenase P450 pathway [GO:0019373]; female pregnancy [GO:0007565]; linoleic acid metabolic process [GO:0043651]; response to organic cyclic compound [GO:0014070]; retinoid metabolic process [GO:0001523]"
Q14DK5,CHOYP_BRAFLDRAFT_68917.2.3|m.28554,0.5,0,0,0,0,0,0,0,9.00E-19,HHIP-like protein 1,Hhipl1 Hhip2 Kiaa1822,791,carbohydrate metabolic process [GO:0005975],GO:0005044; GO:0005576; GO:0005975; GO:0016020; GO:0016901; GO:0048038,,,,PF03024;PF07995;PF00530;,"extracellular region [GO:0005576]; membrane [GO:0016020]; oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor [GO:0016901]; quinone binding [GO:0048038]; scavenger receptor activity [GO:0005044]; carbohydrate metabolic process [GO:0005975]"
Q5ZL00,CHOYP_BRAFLDRAFT_72541.1.2|m.13652,0,0,0,0,0,0,0,0,0,ER membrane protein complex subunit 1,EMC1 RCJMB04_8i12,983,protein folding in endoplasmic reticulum [GO:0034975],GO:0016021; GO:0034975; GO:0072546,,,,PF07774;PF13360;,ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]; protein folding in endoplasmic reticulum [GO:0034975]
Q801S8,CHOYP_COHA1.1.1|m.60326,0,0,0,0,0,0,0,0,2.00E-27,Collagen alpha-1(VI) chain,col6a1,1045,cell adhesion [GO:0007155],GO:0005578; GO:0005581; GO:0007155,,,,PF01391;PF00092;,collagen trimer [GO:0005581]; proteinaceous extracellular matrix [GO:0005578]; cell adhesion [GO:0007155]
P10632,CHOYP_CP2CN.1.1|m.20209,0,0,0,0,0,0,0,0,6.00E-123,Cytochrome P450 2C8 (EC 1.14.14.1) (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase),CYP2C8,490,drug metabolic process [GO:0017144]; epoxygenase P450 pathway [GO:0019373]; exogenous drug catabolic process [GO:0042738]; lipid hydroxylation [GO:0002933]; omega-hydroxylase P450 pathway [GO:0097267]; organic acid metabolic process [GO:0006082]; oxidation-reduction process [GO:0055114]; oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202]; xenobiotic metabolic process [GO:0006805],GO:0002933; GO:0004497; GO:0005506; GO:0005789; GO:0006082; GO:0006805; GO:0008202; GO:0008392; GO:0017144; GO:0019373; GO:0019825; GO:0020037; GO:0031090; GO:0034875; GO:0042738; GO:0055114; GO:0070330; GO:0070989; GO:0097267; GO:0101020,,,,PF00067;,endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; caffeine oxidase activity [GO:0034875]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxygen binding [GO:0019825]; drug metabolic process [GO:0017144]; epoxygenase P450 pathway [GO:0019373]; exogenous drug catabolic process [GO:0042738]; lipid hydroxylation [GO:0002933]; omega-hydroxylase P450 pathway [GO:0097267]; organic acid metabolic process [GO:0006082]; oxidation-reduction process [GO:0055114]; oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202]; xenobiotic metabolic process [GO:0006805]
Q9DBX3,CHOYP_CPIPJ_CPIJ017084.1.1|m.51185,0,0,0,0,0,0,0,0,2.00E-66,Sushi domain-containing protein 2,Susd2,820,immune response [GO:0006955]; negative regulation of cell cycle G1/S phase transition [GO:1902807]; negative regulation of cell division [GO:0051782],GO:0005044; GO:0005886; GO:0006955; GO:0016021; GO:0030247; GO:0051782; GO:0070062; GO:1902807,,,cd00033;,PF03782;PF01033;PF00084;PF00094;,extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]; negative regulation of cell cycle G1/S phase transition [GO:1902807]; negative regulation of cell division [GO:0051782]
Q20681,CHOYP_CRE_06881.1.1|m.62783,0,0,0,0,0,0,0,0,6.00E-10,BTB and MATH domain-containing protein 38,bath-38 F52H3.3,387,,,,,,PF00651;PF00917;,
Q9R0X0,CHOYP_DHX57.2.2|m.45703,0,0,0,0,0,0,0,0,2.00E-60,Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20) (TRF-proximal protein homolog),Med20 Trfp,212,"regulation of transcription from RNA polymerase II promoter [GO:0006357]; skeletal muscle cell differentiation [GO:0035914]; transcription, DNA-templated [GO:0006351]",GO:0001104; GO:0003713; GO:0005654; GO:0006351; GO:0006357; GO:0016592; GO:0035914,,,,PF08612;,"mediator complex [GO:0016592]; nucleoplasm [GO:0005654]; RNA polymerase II transcription cofactor activity [GO:0001104]; transcription coactivator activity [GO:0003713]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; skeletal muscle cell differentiation [GO:0035914]; transcription, DNA-templated [GO:0006351]"
Q92193,CHOYP_FAF1.1.1|m.35623,0,0,0,0,0,0,0,0,2.00E-88,Actin (Fragment),,266,,GO:0005524; GO:0005737; GO:0005856,,,,PF00022;,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]
Q3TLI0,CHOYP_LOC100122904.1.1|m.45984,0,0,0,0,0,0,0,0,6.00E-172,Trafficking protein particle complex subunit 10 (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1),Trappc10 Tmem1,1259,early endosome to Golgi transport [GO:0034498]; intra-Golgi vesicle-mediated transport [GO:0006891],GO:0005829; GO:0006891; GO:0034498; GO:1990071,,,,PF12584;,cytosol [GO:0005829]; TRAPPII protein complex [GO:1990071]; early endosome to Golgi transport [GO:0034498]; intra-Golgi vesicle-mediated transport [GO:0006891]
